"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:AT1G05010",1319.44332117224,2.38456675525058,0.28236591642649,8.44495251207618,3.04169077034673e-17,1.13903626357264e-15
"gene:AT1G05060",195.195822773406,2.37107759469761,0.418629733936669,5.6639015399138,1.47969332529642e-08,2.46803614604034e-07
"gene:AT1G05340",69.0422574978806,4.51048579672175,0.948486429706478,4.75545633069055,1.97998658424234e-06,2.43519372354611e-05
"gene:AT1G05575",125.648820827674,10.5238966735063,1.32855111405842,7.92133367105326,2.3497643068639e-15,7.601388803112e-14
"gene:AT1G05670",274.404352368971,3.70311672954785,0.447061924977804,8.28322995686046,1.19878621016566e-16,4.29687839353233e-15
"gene:AT1G05675",2143.66926080113,10.5229713924664,0.514157603914786,20.4664315228341,4.28899883772474e-93,2.75182165428419e-90
"gene:AT1G05680",2889.95604402003,7.07699572683621,0.257036825128197,27.5330031924669,7.07159852727447e-167,2.72228256905958e-163
"gene:AT1G05783",18.9229295308028,6.83162983843372,1.86929028085356,3.65466503967177,0.000257517966023219,0.00196616652519433
"gene:AT1G05800",97.9443415026931,10.1617369246131,1.35280328246084,7.51161462746319,5.84025005459888e-14,1.68283133309759e-12
"gene:AT1G05880",93.7941191399705,9.14062663250005,1.36402216749781,6.70123026612375,2.06672065837668e-11,4.73574276576599e-10
"gene:AT1G05990",151.961353474009,10.7988116104102,1.33139145059669,8.11092155171226,5.02372827391581e-16,1.69941514615697e-14
"gene:AT1G06135",13.6175695544951,7.32260406857871,2.6475281820612,2.76582667493186,0.00567787040880764,0.0274937483342716
"gene:AT1G06620",345.437069995227,6.98992391527196,0.687745973725393,10.1635257526974,2.88452611928736e-24,1.6573539923595e-22
"gene:AT1G06800",88.1548080542037,2.03402903944016,0.755032673886889,2.6939616122426,0.00706082963798102,0.0329710938553757
"gene:AT1G07000",310.319960019516,3.18141778109471,0.506634652700761,6.27951081540762,3.39639970103719e-10,6.85980078127638e-09
"gene:AT1G07120",137.466996464127,4.13045178873556,0.935415556518439,4.41563298787638,1.00714838218698e-05,0.000108541948826064
"gene:AT1G07130",229.955091844011,3.4466396807795,0.610723757748697,5.64353300006668,1.66595576667218e-08,2.75247352763143e-07
"gene:AT1G07135",1392.95058429117,4.0020308652075,0.293456568096175,13.6375576500844,2.39446359683204e-42,3.41397298606097e-40
"gene:AT1G07160",20.8175450049724,6.96863271235536,1.74918401391514,3.98393345521018,6.77838609690766e-05,0.000598487961437058
"gene:AT1G07180",12.4859433176978,6.23584475341554,2.04522472687453,3.04897778296717,0.00229621462255344,0.0128963884077565
"gene:AT1G07240",459.324674011761,3.57970643542449,0.414764971945382,8.6306864792234,6.0984836490424e-18,2.445491943266e-16
"gene:AT1G07430",82.5979644676578,5.50512159461423,1.16477771648861,4.72632805099519,2.2861620689563e-06,2.76929185042611e-05
"gene:AT1G07510",1063.19551752458,2.27703087565838,0.264325700114184,8.61448914984334,7.02541365351558e-18,2.79390830584438e-16
"gene:AT1G07500",30.670165991874,5.57042935940083,1.70195596866574,3.2729573866519,0.00106428521840744,0.0067121107090126
"gene:AT1G07520",659.854128895826,4.40041596599367,0.587557846980673,7.48933230762963,6.92248676599077e-14,1.97691432153992e-12
"gene:AT1G07620",9.69516645652831,6.82509949402119,2.40159838859482,2.84189876476998,0.00448457294106804,0.0226737746177246
"gene:AT1G07630",289.772725546832,2.41232398545495,0.504978412672748,4.77708338597488,1.77856033379469e-06,2.21005353808135e-05
"gene:AT1G08050",497.357067436307,4.23945378058644,0.38766075610205,10.9359890415898,7.75556366889749e-28,5.6331731886392e-26
"gene:AT1G08290",61.9047261695939,3.12073025347794,1.13017532313317,2.76127976748455,0.00575753329118395,0.0278429570549226
"gene:AT1G08630",92.8730374186863,3.15283258880634,0.992584368620776,3.17638750768088,0.00149121611372868,0.0089612637393224
"gene:AT1G08800",190.078519232941,2.22164308787183,0.513532126561176,4.32620078270248,1.51703152914023e-05,0.000156988295015544
"gene:AT1G08860",26.7277097865598,4.65218426260603,1.49782818714342,3.10595320780979,0.00189666726256485,0.010966418812543
"gene:AT1G08930",1360.41376113737,2.72700570479096,0.313217368941019,8.70643193897868,3.1359012150389e-18,1.29527524864955e-16
"gene:AT1G08940",333.807365369233,3.77528010953922,0.498447805008933,7.57407309572074,3.61700729559811e-14,1.05485085493443e-12
"gene:AT1G09560",368.485114503394,2.26017902815067,0.413545775161783,5.46536602209627,4.61952592110986e-08,7.15338977711364e-07
"gene:AT1G09932",740.389250977211,8.34986221957677,0.573143260289002,14.568542977137,4.45287037193407e-48,8.08574046405538e-46
"gene:AT1G09940",649.434634946349,2.7474047028901,0.514230825698853,5.34274603074661,9.15489884462049e-08,1.36705580264744e-06
"gene:AT1G09970",6030.4732688724,3.31256357852702,0.201258936885221,16.459212345021,7.20316568383149e-61,1.98066475831983e-58
"gene:AT1G10040",130.632142791919,3.87392492504067,0.699688577423608,5.53664165750029,3.08326476882558e-08,4.90063420894755e-07
"gene:AT1G10050",137.187439868503,3.00357356907288,0.73439415680923,4.08986583188884,4.3162279079586e-05,0.000400186680021133
"gene:AT1G10140",263.786251457978,4.55606671365106,0.5304513798739,8.58903734916127,8.77010089663452e-18,3.45208388667528e-16
"gene:AT1G10170",2407.89295305103,3.77523071646483,0.20781885598706,18.1659681386173,9.59986178201408e-74,3.93144977830228e-71
"gene:AT1G10340",85.1047307717385,4.4825781840587,1.0340582747421,4.33493768538014,1.45801418463627e-05,0.00015153270532332
"gene:AT1G10580",548.459977929841,2.36180764067104,0.356529642178604,6.62443556232525,3.48577531591179e-11,7.87490648834157e-10
"gene:AT1G10585",91.2746545360292,8.29154491121422,1.25319821614727,6.61630762347001,3.68281593877808e-11,8.30056688402816e-10
"gene:AT1G10700",224.50876346334,2.28941270402184,0.479545062397899,4.7741346612432,1.80481592894546e-06,2.23978704064102e-05
"gene:AT1G11040",30.7170916654407,7.50646391469125,2.07254841875309,3.62185213468131,0.000292501304929242,0.0021906868160615
"gene:AT1G11050",853.717902963763,4.41868773004788,0.494965769955294,8.92725921319161,4.36693320188599e-19,1.87204299042097e-17
"gene:AT1G11300",26.4291789195406,3.42764622741896,1.34401552762345,2.55030255006048,0.0107629471116873,0.046564442797428
"gene:AT1G11330",618.765154700957,2.82050544882919,0.380056076481197,7.42128760298542,1.15987141911603e-13,3.24966594980282e-12
"gene:AT1G11560",13.718339064464,7.32255963940573,2.09631145694552,3.49306855865551,0.000477503898950345,0.00336173922713835
"gene:AT1G11572",26.8737966965136,5.75087169333254,1.47106179490316,3.90933386568652,9.25509794239469e-05,0.000788937666940713
"gene:AT1G11610",36.0782296669712,7.76349113075086,1.56524166345438,4.95993130774284,7.05181113570956e-07,9.23355515239031e-06
"gene:AT1G11670",8.91802337899895,6.71198655344685,2.59460999028169,2.58689613413465,0.00968447797697145,0.0428521453105164
"gene:AT1G12870",14.1653669645965,7.36580507712378,2.39358154563009,3.07731528536029,0.0020887424680023,0.0119137109525521
"gene:AT1G13210",1472.24863183231,4.67839964952285,0.322597001425014,14.5023035826646,1.17151339865232e-47,2.10741027077194e-45
"gene:AT1G13260",152.430125922529,2.69239204342591,0.550041474536251,4.89488914576107,9.83611578249406e-07,1.25630760837058e-05
"gene:AT1G13330",141.013424949979,3.11956949501491,0.716292995883878,4.35515845183643,1.32970697642816e-05,0.000139175714627812
"gene:AT1G13340",182.871146106712,4.51460998407069,0.63671745481078,7.09044482754497,1.33681604733742e-12,3.39907995761568e-11
"gene:AT1G13470",110.182379374269,7.6760550688371,1.01087348091999,7.5934874281707,3.11408415175954e-14,9.13717862089444e-13
"gene:AT1G13480",130.957687409032,10.5816644555001,1.33165516422251,7.94624970472606,1.92242725138655e-15,6.25048644167033e-14
"gene:AT1G13490",44.0811572140651,9.01475277767874,1.64929768131751,5.46581304260216,4.60789805634279e-08,7.14112896847714e-07
"gene:AT1G13520",63.3354985148385,9.53534157981703,1.49274563865663,6.38778726454574,1.68303248167823e-10,3.49084150941191e-09
"gene:AT1G13550",8.89090491547951,6.69833095894961,2.39457000625379,2.7973001171216,0.00515316415709661,0.0255179067907887
"gene:AT1G13830",31.8307198908861,4.14257362513176,1.27512036788159,3.24877064901253,0.00115904888742449,0.00723390823124077
"gene:AT1G13990",302.016908488585,2.39417263927378,0.561007453982795,4.26763071021014,1.97560016284528e-05,0.000199613395981344
"gene:AT1G14040",480.756017250935,6.23813947561073,0.48414786637246,12.8847815076638,5.48305652802944e-38,6.55514733239196e-36
"gene:AT1G14060",341.482247180224,2.69734313977161,0.400008344189928,6.74321718271679,1.54917370467134e-11,3.60923843300305e-10
"gene:AT1G14370",248.233118902129,5.0635081429783,1.6502167881278,3.06838966819805,0.00215215783750787,0.0122052840472456
"gene:AT1G14480",267.645802847216,4.80194130726125,0.655455002617677,7.32611893735472,2.36913550934457e-13,6.35998888198943e-12
"gene:AT1G14490",27.2832334759614,3.877401400906,1.3829590566929,2.80369934463434,0.00505199908979833,0.0251008979040884
"gene:AT1G14540",319.964202511258,10.1313986692056,1.13064338469367,8.96073758212497,3.22513756511759e-19,1.39187102810277e-17
"gene:AT1G14640",387.448421374677,3.7384036233149,0.453485658819694,8.24370859498621,1.66953472471226e-16,5.89636777637826e-15
"gene:AT1G14680",38.6575656181697,3.81851187177937,1.23544983939444,3.09078665116102,0.00199627013678152,0.0114459957083023
"gene:AT1G14686",27.0932653963382,8.31304547683427,2.24401763340448,3.70453661017906,0.000211777521409733,0.00165232822541327
"gene:AT1G14870",923.220844357551,7.21064687899172,0.513484847216372,14.0425699377129,8.55529819712974e-45,1.31737903758683e-42
"gene:AT1G14880",117.002380260825,6.62666907636464,1.29740799783596,5.10762157117711,3.26239197507656e-07,4.52217744894001e-06
"gene:AT1G15010",49.2642207955369,3.84095200147533,1.1382091436267,3.37455732365393,0.000739345159138035,0.0048819607626377
"gene:AT1G15125",294.977389776307,3.86291626309387,0.654615844341172,5.90104302620667,3.61210683136549e-09,6.55904078208707e-08
"gene:AT1G15170",74.0021505677793,3.38081769785159,0.803349112782126,4.20840409737092,2.5718063848701e-05,0.000252304430662485
"gene:AT1G15385",29.1671883439784,8.41873991680216,1.69359534316028,4.97092764856843,6.66333136722896e-07,8.77863122220554e-06
"gene:AT1G15410",182.530462525274,2.17561992678894,0.501404866619716,4.33904828538294,1.43101081722253e-05,0.000148967529528931
"gene:AT1G15415",287.435476668659,5.60082074893936,0.711371222048962,7.87327428400508,3.4547809489571e-15,1.10644964568263e-13
"gene:AT1G15430",339.861275862438,2.70831903241076,0.491141329192988,5.51433746547231,3.5009627437773e-08,5.50993711301926e-07
"gene:AT1G15520",1681.2349192606,7.10890288364945,1.16352690413552,6.10978814360227,9.97634828614531e-10,1.92024751811725e-08
"gene:AT1G15530",409.009477093607,2.5491365951612,0.387127712428213,6.58474325997497,4.55672098458352e-11,1.01867323474174e-09
"gene:AT1G15625",16.8307915823675,7.62838277187561,2.07047010625363,3.6843723311121,0.000229266903600505,0.00177582670442757
"gene:AT1G15790",78.1204212548483,4.35147663472323,1.01206966571873,4.29958211585462,1.71120463898552e-05,0.000175291468287352
"gene:AT1G15800",176.817754069418,2.77901505501865,0.44950110385833,6.18244322686806,6.31170136467771e-10,1.24220478391939e-08
"gene:AT1G15900",14.2208430291515,7.38593912904044,2.66824774925657,2.76808595869642,0.00563865814472578,0.027372734418583
"gene:AT1G16150",13.4113532434869,6.29526030726098,2.38581936750096,2.63861564417385,0.00832453024045615,0.0379064485612255
"gene:AT1G16420",66.3682569674717,6.47670861799097,0.991326495146416,6.53337588544366,6.43034851989068e-11,1.4017140239055e-09
"gene:AT1G16670",408.548462877095,3.52767362578879,0.414370641929317,8.5133290557552,1.69009580499733e-17,6.44177506031458e-16
"gene:AT1G17147",109.611374689448,6.18589564814029,0.915692667562854,6.7554277404058,1.424144724332e-11,3.34224196184049e-10
"gene:AT1G17170",643.507504074405,5.02964999910093,0.355496769706045,14.1482298229035,1.91517685252326e-45,3.12401051333625e-43
"gene:AT1G17180",312.728352065061,9.4618509839899,0.937482985274358,10.0928242246667,5.94344465882916e-24,3.38459830748946e-22
"gene:AT1G17290",1662.67298417271,2.48253121177953,0.244026905644365,10.1731864575518,2.61220479612608e-24,1.5053807759232e-22
"gene:AT1G17380",837.89283239538,6.09102001821751,0.347862358584763,17.5098566082232,1.2049720117867e-68,4.06900022506498e-66
"gene:AT1G17420",841.049486273323,4.91583062554366,0.305698902367441,16.0806289701197,3.48819406726987e-58,8.83431044826454e-56
"gene:AT1G17600",191.574951376907,2.29453892082714,0.646383344122625,3.54981133361606,0.000385507324721976,0.00280220732109086
"gene:AT1G17610",101.167519979628,2.14758248509617,0.684516852378071,3.13736977787367,0.00170470981205488,0.0100231557356599
"gene:AT1G17744",247.131554773139,3.36537175312173,0.63724222274987,5.28114998186914,1.28375543882478e-07,1.87763865398931e-06
"gene:AT1G17745",1076.95621081133,3.16504386686216,0.327807285397187,9.65519684233756,4.67261037936821e-22,2.39835745552211e-20
"gene:AT1G17750",1279.39847992363,6.52744988449382,0.301904955576667,21.6208769148084,1.14285176057765e-103,1.04750527083803e-100
"gene:AT1G17860",110.741114012933,3.72972909072483,0.769679394254728,4.8458216740183,1.26088734256833e-06,1.58520963878219e-05
"gene:AT1G18210",528.586430918662,2.27449040759081,0.307285034986484,7.40189123655453,1.34258449048541e-13,3.70230175828984e-12
"gene:AT1G18390",177.877132173694,5.66588532532672,0.651230094634969,8.70028177752228,3.31061098796943e-18,1.35869169075556e-16
"gene:AT1G18480",396.233353520864,2.1933622263202,0.382939606049896,5.72769750547665,1.01802882705471e-08,1.75582606300618e-07
"gene:AT1G18570",914.947795224245,2.21717719485844,0.315291876616312,7.03214183204786,2.033868946136e-12,5.05134315809365e-11
"gene:AT1G18850",164.552302279443,2.58786380293582,0.486358928869034,5.32089296469496,1.03259145181009e-07,1.53004774937956e-06
"gene:AT1G18890",516.406404510768,2.69347390825823,0.328060924139361,8.21028568191814,2.20662842984758e-16,7.70838185439315e-15
"gene:AT1G18900",493.742322462375,3.124793941526,0.489540940860276,6.38311054441078,1.7352654569885e-10,3.59143973291556e-09
"gene:AT1G19020",1357.38325133786,6.80297881932176,0.325878976530745,20.8757830644529,8.89004388550917e-97,7.12981519617836e-94
"gene:AT1G19025",38.5715827274944,3.88919207358195,1.31030842256286,2.96815009856611,0.00299597990078789,0.0161576411124588
"gene:AT1G19130",372.759321820468,2.66447483880994,0.441026387707296,6.04153155701496,1.52658141488166e-09,2.87230098471576e-08
"gene:AT1G19180",3774.3637938668,5.74851685625403,0.222306545625654,25.8585137026692,1.95174138763336e-147,4.17412424768522e-144
"gene:AT1G19230",81.2066472588151,4.35976622689221,0.916358023078449,4.75771054226801,1.95800992231911e-06,2.40970428291549e-05
"gene:AT1G19250",415.354221250034,12.2460773742681,1.24662744827715,9.82336574667294,8.93108157989749e-23,4.8152789425733e-21
"gene:AT1G19380",131.361086204676,3.04833908005707,0.569364515908294,5.353932313808,8.60630647807557e-08,1.29417333664061e-06
"gene:AT1G19770",2249.8296382863,3.02665408101944,0.280088266780961,10.8060723707016,3.22170321614643e-27,2.23062386706426e-25
"gene:AT1G20310",89.9427554832579,10.0387126540262,1.41784091778161,7.08028138285994,1.43862049380407e-12,3.63870791915121e-11
"gene:AT1G20350",40.2013324678061,6.05057897016891,1.52989211786152,3.95490564303736,7.65648632822276e-05,0.000666490896192181
"gene:AT1G20510",1808.87497171036,4.33055035525323,0.336123466860045,12.8838084282178,5.55264721365128e-38,6.59736750421974e-36
"gene:AT1G20520",22.0182956619851,6.25252566869772,1.57823619336563,3.96171732404899,7.4412607876997e-05,0.000651562645045978
"gene:AT1G21010",46.0229536906808,3.36569369634068,1.13892415916705,2.95515172740051,0.00312515316343086,0.016760364471919
"gene:AT1G21100",27.9667587333817,6.15170903093975,1.83244778412652,3.35709922226904,0.000787648412334698,0.00516723130218755
"gene:AT1G21110",150.936462646562,10.7832650620062,1.33849357093469,8.05626959752674,7.86580466300237e-16,2.61939460473131e-14
"gene:AT1G21120",418.189186938418,7.22544811714059,1.44726475694888,4.99248536416605,5.9607231950307e-07,7.90709855671612e-06
"gene:AT1G21130",915.757526887686,4.10534532791174,0.289491334553153,14.181237356374,1.19716882753025e-45,1.98647462002605e-43
"gene:AT1G21240",96.9824868798021,10.151980934226,1.44018711360932,7.04907080357334,1.8011648994276e-12,4.50244441353019e-11
"gene:AT1G21310",722.91909786862,4.10850085690117,0.528119426782252,7.77949200227988,7.28163486772667e-15,2.28268579697073e-13
"gene:AT1G21313",273.952594348617,3.54730720091082,0.654239347462664,5.42203279987415,5.89250664594086e-08,9.00150539056109e-07
"gene:AT1G21326",48.8561175546459,5.01917745558303,1.31755318900743,3.80946856450191,0.000139265811103704,0.00114604033010864
"gene:AT1G21550",24.769762636367,5.75820607850553,1.61046464884909,3.57549362081346,0.000349567700090785,0.00257303215730304
"gene:AT1G22180",336.105200297226,4.4620048339458,0.558159775785636,7.99413542057078,1.30486276422183e-15,4.28600656753272e-14
"gene:AT1G22280",782.673252320562,2.45884225246152,0.323004764885048,7.61240241560083,2.69047320695374e-14,7.94267305022172e-13
"gene:AT1G22360",136.432169440182,2.84702177114203,0.505114674361219,5.63638697438842,1.73654918873499e-08,2.85684604998043e-07
"gene:AT1G22400",1326.16849870651,4.14158408691639,0.361542252432989,11.4553252325163,2.21131665580752e-30,1.85058360830361e-28
"gene:AT1G22410",4314.92305693063,2.5864692245243,0.2174864742335,11.8925520938254,1.29391431005349e-32,1.20439954107816e-30
"gene:AT1G22770",511.188920541035,2.80430916959564,0.312812496255949,8.96482462548781,3.10775012886094e-19,1.34422414562507e-17
"gene:AT1G23540",34.3017381401926,5.38707140430012,1.28570904254463,4.18996151231713,2.79001773822028e-05,0.000271635110901689
"gene:AT1G23550",374.788747806734,4.79277304381176,0.494875501108109,9.68480563915558,3.49873367531865e-22,1.82009799412252e-20
"gene:AT1G23560",120.199855217136,3.97440831310446,0.926453406703367,4.28991710144036,1.78739824231476e-05,0.000182416974380035
"gene:AT1G23710",551.025215731444,4.5280559618794,0.324111184919562,13.9706871362775,2.35345015310531e-44,3.59517528150563e-42
"gene:AT1G23840",66.6862865223733,9.60394616541171,1.45832932690945,6.58558117717124,4.53109442768423e-11,1.01412215748914e-09
"gene:AT1G23850",275.12169406618,6.32930613562702,2.02781721910047,3.12124094618087,0.00180090618572902,0.0104851307510321
"gene:AT1G23860",406.450778114173,2.11534317416007,0.404230161301127,5.23301667384553,1.66765689548584e-07,2.399032879246e-06
"gene:AT1G24095",185.860378760563,3.65056003412856,0.492443342416903,7.41315745322432,1.23327318143828e-13,3.42046717526282e-12
"gene:AT1G24140",388.072773297276,8.18854740563417,0.65518930530951,12.49798697762,7.65655747691892e-36,8.14217780749919e-34
"gene:AT1G24145",111.273069216018,3.01411574248024,0.946265704656009,3.1852742074975,0.00144616907664418,0.00873967421891594
"gene:AT1G24150",269.305027144934,3.67308149816692,0.509632254011636,7.2073175691958,5.70648141664825e-13,1.48832458411444e-11
"gene:AT1G25220",901.20826712721,3.14067051715364,0.380196732594224,8.26064573391695,1.44886506923959e-16,5.16439904680066e-15
"gene:AT1G25275",782.102823838324,2.13617248063447,0.385124457804897,5.54670688226363,2.91100143213748e-08,4.64601621606818e-07
"gene:AT1G25370",245.941785502698,5.56627893128673,0.749425000313396,7.4273995782887,1.10753407098393e-13,3.12120289872602e-12
"gene:AT1G25400",373.005411174069,5.26316748420582,0.627198438670226,8.39155067950215,4.79771436739909e-17,1.76233599510874e-15
"gene:AT1G25550",1379.03124586468,2.53675913861995,0.262320071228144,9.67047289497602,4.02513794090835e-22,2.08268427652161e-20
"gene:AT1G26380",358.760672740132,12.0367613329974,1.24163613686117,9.69427433340179,3.18896490856128e-22,1.66344706124627e-20
"gene:AT1G26410",36.1407435818686,6.57813607869509,1.55073598199151,4.24194457024671,2.21591426964405e-05,0.000221568404478486
"gene:AT1G26420",159.383318238175,10.8656495506293,1.3189806580377,8.23791424416685,1.75238712851441e-16,6.16635236739404e-15
"gene:AT1G26440",119.589089785191,2.7617524608115,0.703166486732284,3.92759398083057,8.57998976020098e-05,0.000738585165046281
"gene:AT1G26730",116.327815225178,5.07986816219707,0.773748351817176,6.56527170657852,5.19380695542256e-11,1.14908501468935e-09
"gene:AT1G26970",18.286244409189,7.73506082940651,1.96024157935529,3.94597324680284,7.94764880746369e-05,0.000689511681686296
"gene:AT1G27020",91.2855541491787,2.65168202998713,0.981290877634438,2.70223854152139,0.00688743296473194,0.0322553064976059
"gene:AT1G27130",965.232909541401,2.57181244115524,0.239244514549028,10.7497237543902,5.9439364618192e-27,4.00031080479356e-25
"gene:AT1G27360",124.364567721317,3.5172893824078,0.572940639382537,6.13901186377425,8.30363665348454e-10,1.61004341379593e-08
"gene:AT1G27500",102.762570963678,2.23078874153184,0.785755087694766,2.83903824037141,0.00452497337974778,0.0228360481419468
"gene:AT1G27730",906.927691062798,6.78208763703731,0.359451353064266,18.8678873489307,2.09508377422858e-79,9.60146963960756e-77
"gene:AT1G27760",455.705908572534,2.78641444304318,0.322326079493595,8.64470677464543,5.39436450755651e-18,2.18591006403048e-16
"gene:AT1G27770",800.34191557414,3.18074531238887,0.308650008604002,10.3053465858469,6.66509909075766e-25,3.95956257095381e-23
"gene:AT1G28180",16.7166398256538,7.60664286062158,2.54182649219924,2.99258933840136,0.00276621691430145,0.015083326676055
"gene:AT1G28190",866.935224144731,5.9368785078314,0.421482817298559,14.0856952268732,4.65059372358397e-45,7.33726458947084e-43
"gene:AT1G28370",148.772288139253,6.79965803007945,0.819597936782168,8.29633375698292,1.07373601088524e-16,3.87027541901106e-15
"gene:AT1G28375",25.5210364471006,8.22191749307685,1.73329142869405,4.74352861669181,2.1002725811315e-06,2.56347791005829e-05
"gene:AT1G28380",980.520112891511,3.63573157371245,0.320105621144096,11.3579123063129,6.7744203718948e-30,5.57239501359962e-28
"gene:AT1G28390",283.985475738932,2.47665973064812,0.442998296139086,5.59067552230615,2.26187911456555e-08,3.66778847490798e-07
"gene:AT1G28480",464.836458238086,11.447951523325,1.21726504869028,9.40464982186299,5.22037449276691e-21,2.51204420591943e-19
"gene:AT1G28680",260.836330058565,2.39329445094725,0.570138053120444,4.19774550715993,2.6958533521568e-05,0.000263533698945221
"gene:AT1G29290",206.666733225799,10.2757073879951,1.27481117292922,8.06057211154175,7.59382001501791e-16,2.53760152168515e-14
"gene:AT1G29395",111.767425235164,2.92525805165728,0.643050904678581,4.54903030284891,5.38936827794779e-06,6.14541235864568e-05
"gene:AT1G29670",142.022285968123,2.6712421210243,0.840444922528577,3.17836665963494,0.00148107324072324,0.00890865554295028
"gene:AT1G29690",524.519761933135,2.90357277354185,0.411348603988676,7.05866689563817,1.68107508751587e-12,4.21868752079602e-11
"gene:AT1G29910",3679.79698182856,3.34961217198903,0.254027997143553,13.1859960699377,1.05649282644588e-39,1.35569159489535e-37
"gene:AT1G29920",2076.96362648186,4.48995177661694,0.264930096366714,16.947684835331,2.00182830709472e-64,6.2147082669289e-62
"gene:AT1G30040",79.971372352214,3.66427779990308,0.963969499118125,3.80123832056439,0.00014397473879863,0.00117638445180157
"gene:AT1G30135",159.984513326805,7.92098009779293,0.975734152560347,8.11796950737874,4.7404785814431e-16,1.60925452796502e-14
"gene:AT1G30190",52.0396079355936,7.55382244893597,1.37536030754076,5.49224985447103,3.96845413501009e-08,6.19001662809354e-07
"gene:AT1G30270",421.851619761902,2.38142236094924,0.348008700724999,6.84299661470554,7.75534852757052e-12,1.8566535877945e-10
